"DC","8c496763-121a-4a36-ab73-0c4237a8ba4c","","2016/10/25 0:00:00","","moratorium","MAYOR:  (Tabled 10/11/16) Proposed resolution to approve and ratify interim moratorium on LED Signs. CONSIDERATION AND ADOPTION OF A RESOLUTION.  Request","test"
"DC","8c496763-121a-4a36-ab73-0c4237a8ba4c","","2016/10/25 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:","ccc"
"DC","d097bb24-9196-4779-b01d-9f696e9173ff","","2016/10/25 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:","ccc"
"DC","d097bb24-9196-4779-b01d-9f696e9173ff","","2016/10/25 0:00:00","","moratorium","Stevens with the following  amendments:   Move item 10a: Tabled sign moratorium to be item 14a under Council  Business.  Add item 14b re:","ccc"
